,time,code,open,high,low,close,volume,option_code,type,maturity_date,strike,strike price,time_to_mature,date,spot price,black vol,sabr vol,delta,vega,theta,gamma,riskfree rate
267,2022-07-20 14:35:00,10004320.SH,0.171,0.1733,0.17,0.1733,273.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.028416666666666666,2022-07-20,4.33,0.18954290878703914,0.15179389169487376,-0.9459264758149288,0.0889052786945399,0.010164518116084764,0.8455458555545192,-0.006848525988740729
268,2022-07-20 14:40:00,10004306.SH,0.0598,0.0599,0.057,0.0583,3689.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.028333333333333332,2022-07-20,4.329,0.13486136990704703,0.15023399607400995,0.5687244055696539,0.2739451916422553,0.04211108683982445,3.6837199957062694,-0.00908938834424319
269,2022-07-20 14:40:00,10004307.SH,0.0168,0.0168,0.0156,0.0162,3371.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.028333333333333332,2022-07-20,4.329,0.14009705049424342,0.14734159286056947,0.22637182084395135,0.23015311423346674,0.036070072151339616,2.631672657571471,-0.00908938834424319
270,2022-07-20 14:40:00,10004314.SH,0.0085,0.009,0.0085,0.0088,897.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.028333333333333332,2022-07-20,4.329,0.1724009455491942,0.1672276363292284,-0.1605769170964777,0.14823225535920415,0.02658549846934477,2.198907722572585,-0.00908938834424319
271,2022-07-20 14:40:00,10004315.SH,0.0307,0.0325,0.0307,0.0315,5429.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.028333333333333332,2022-07-20,4.329,0.16054062307821554,0.15023399607400995,-0.4312755945701241,0.2739451917532776,0.04211108728391366,3.681943638866869,-0.00908938834424319
272,2022-07-20 14:40:00,10004316.SH,0.0872,0.0908,0.0872,0.0887,3932.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.028333333333333332,2022-07-20,4.329,0.16642186672192294,0.14734159286056947,-0.773628179073782,0.23015311456653365,0.036070072484406523,2.631228568361621,-0.00908938834424319
273,2022-07-20 14:40:00,10004320.SH,0.1735,0.1775,0.1735,0.1759,679.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.028333333333333332,2022-07-20,4.329,0.20092909471806347,0.15860074934892512,-0.9381050856127615,0.09335912354302423,0.0172859024871741,0.9263700917472306,-0.00908938834424319
274,2022-07-20 14:45:00,10004306.SH,0.0584,0.0607,0.0582,0.0604,3389.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.02825,2022-07-20,4.333,0.13327228319527257,0.14985743664062892,0.5844798536269735,0.27019801107641683,0.03819481286804205,3.6712854978304676,-0.01138638787214408
275,2022-07-20 14:45:00,10004307.SH,0.0163,0.017,0.0161,0.017,2122.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.02825,2022-07-20,4.333,0.13915718233226163,0.14645767425927256,0.23696525919270073,0.23463547627056158,0.033930503517964894,2.7329249974172853,-0.01138638787214408
276,2022-07-20 14:45:00,10004314.SH,0.0088,0.0088,0.0079,0.0081,881.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.02825,2022-07-20,4.333,0.171548444085989,0.16621342158187727,-0.150257271902543,0.1418190347934889,0.02313546126897492,2.1144197503986106,-0.01138638787214408
277,2022-07-20 14:45:00,10004315.SH,0.0316,0.032,0.0296,0.0299,3274.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.02825,2022-07-20,4.333,0.16037853678137365,0.14985743664062892,-0.41552014651280444,0.27019801129846144,0.038194813090086654,3.6703973194107675,-0.01138638787214408
278,2022-07-20 14:45:00,10004316.SH,0.0892,0.0893,0.0851,0.0855,2199.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.02825,2022-07-20,4.333,0.16499071489451195,0.14645767425927256,-0.763034740502988,0.23463547638158389,0.033930503517964894,2.7324809082074353,-0.01138638787214408
279,2022-07-20 14:45:00,10004320.SH,0.1752,0.176,0.1715,0.1722,387.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.02825,2022-07-20,4.333,0.19956120034809688,0.15648774849980276,-0.9362651520739007,0.09522044974730193,0.016218001164247653,0.9654499422140361,-0.01138638787214408
280,2022-07-20 14:50:00,10004306.SH,0.0607,0.0619,0.0594,0.0616,4189.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.028166666666666666,2022-07-20,4.332,0.1403850139191859,0.15485293461027633,0.5729566732171065,0.26900479555003187,0.02286197386958122,3.587352637168806,-0.0112554763821564
281,2022-07-20 14:50:00,10004307.SH,0.0169,0.0178,0.0167,0.0177,4472.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.028166666666666666,2022-07-20,4.332,0.14339204083671073,0.14948920816865638,0.23369850810084358,0.2353361006068866,0.019951009067042946,2.6414426201881724,-0.0112554763821564
282,2022-07-20 14:50:00,10004314.SH,0.0081,0.0085,0.008,0.0085,2114.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.028166666666666666,2022-07-20,4.332,0.1735410849003375,0.16784217576114233,-0.1572565661023262,0.14543207238482125,0.013707590951206328,2.1898038937706588,-0.0112554763821564
283,2022-07-20 14:50:00,10004315.SH,0.0299,0.0314,0.0297,0.0309,5416.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.028166666666666666,2022-07-20,4.332,0.16289198549350867,0.15485293461027633,-0.42704332658960453,0.2690047957720765,0.022861973758558918,3.587574681773731,-0.0112554763821564
284,2022-07-20 14:50:00,10004316.SH,0.086,0.0878,0.0848,0.0868,2939.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.028166666666666666,2022-07-20,4.332,0.16757181144697167,0.14948920816865638,-0.7663014918168898,0.2353361006068866,0.019951009067042946,2.6418867093980225,-0.0112554763821564
285,2022-07-20 14:50:00,10004320.SH,0.1728,0.1739,0.1707,0.1722,410.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.028166666666666666,2022-07-20,4.332,0.19434612298644557,0.1528799148688343,-0.943634491878953,0.09183180216254527,0.008628635583818323,0.8748557434046234,-0.0112554763821564
286,2022-07-20 14:55:00,10004306.SH,0.0614,0.0617,0.0597,0.0605,3686.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.02808333333333333,2022-07-20,4.332,0.1365455656986376,0.15187775673806747,0.5725886087493137,0.26877698067195865,0.03146937488374135,3.673950033089568,-0.01198491803637648
287,2022-07-20 14:55:00,10004307.SH,0.0176,0.0176,0.0168,0.0169,4313.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.02808333333333333,2022-07-20,4.332,0.14032257121977856,0.14686256930951422,0.22793202991699957,0.23279651506502574,0.027462348728413133,2.6427748878177226,-0.01198491803637648
288,2022-07-20 14:55:00,10004314.SH,0.0085,0.0086,0.0083,0.0084,444.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.02808333333333333,2022-07-20,4.332,0.17314106421948952,0.1675092671026888,-0.15754041571280908,0.14360480610209336,0.019166296105765923,2.211342220448387,-0.01198491803637648
289,2022-07-20 14:55:00,10004315.SH,0.0308,0.0314,0.0303,0.0303,4393.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.02808333333333333,2022-07-20,4.332,0.1609273209945831,0.15187775673806747,-0.42741139150148655,0.26877698067195865,0.03146937477271905,3.673283899274793,-0.01198491803637648
290,2022-07-20 14:55:00,10004316.SH,0.0867,0.0875,0.0862,0.0862,3473.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.02808333333333333,2022-07-20,4.332,0.16542817271099186,0.14686256930951422,-0.7720679702227784,0.23279651517604805,0.027462348839435435,2.6436630662374228,-0.01198491803637648
291,2022-07-20 14:55:00,10004320.SH,0.1728,0.1738,0.172,0.1725,408.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.02808333333333333,2022-07-20,4.332,0.19646924295366253,0.15367799790855854,-0.9434895846816005,0.0905991863753286,0.012302312502043833,0.8713030297258229,-0.01198491803637648
292,2022-07-20 15:00:00,10004306.SH,0.0604,0.0607,0.059,0.059,2123.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.028,2022-07-20,4.331,0.13361632690647204,0.15124049530725983,0.5714050865801568,0.26932152574765666,0.029098395026849744,3.6854963525456697,-0.014071576755106752
293,2022-07-20 15:00:00,10004307.SH,0.0169,0.017,0.0166,0.0166,2500.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.028,2022-07-20,4.331,0.14042909726564495,0.1466731241959737,0.2260663451991718,0.2302105321927428,0.025433267158980755,2.646327601496523,-0.014071576755106752
294,2022-07-20 15:00:00,10004314.SH,0.0084,0.0084,0.0083,0.0083,398.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.028,2022-07-20,4.331,0.1718878176658713,0.16587049287387642,-0.1556440147876259,0.14349447252648417,0.017413376851571627,2.204458837695711,-0.014071576755106752
295,2022-07-20 15:00:00,10004315.SH,0.0303,0.0307,0.03,0.0307,2998.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.028,2022-07-20,4.331,0.161247489457181,0.15124049530725983,-0.4285949133375766,0.26932152552561206,0.02909839491582744,3.6841640849161195,-0.014071576755106752
296,2022-07-20 15:00:00,10004316.SH,0.0864,0.087,0.0859,0.087,2421.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.028,2022-07-20,4.331,0.16604588830841388,0.1466731241959737,-0.7739336551626508,0.2302105324147874,0.025433267047958452,2.645439423076823,-0.014071576755106752
297,2022-07-20 15:00:00,10004320.SH,0.1725,0.1733,0.172,0.1733,205.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.028,2022-07-20,4.331,0.19625160829154709,0.15313608284215813,-0.9448265858580385,0.08809772733542331,0.011233590946346794,0.8668621376273222,-0.014071576755106752
298,2022-07-21 09:35:00,10004306.SH,0.0533,0.0538,0.048,0.0508,8709.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.027916666666666666,2022-07-21,4.315,0.13983211432625972,0.1493488323437693,0.5188835967562255,0.2844350626141079,0.036722324070481704,3.7485570203443785,-0.011257261404086992
299,2022-07-21 09:35:00,10004307.SH,0.0145,0.0145,0.012,0.013,7044.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.027916666666666666,2022-07-21,4.315,0.14212432980593812,0.14819558353422865,0.1891750974758466,0.20916119247704756,0.028423675357824862,2.354783035229957,-0.011257261404086992
300,2022-07-21 09:35:00,10004314.SH,0.009,0.0103,0.009,0.01,4256.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.027916666666666666,2022-07-21,4.315,0.1685257886857484,0.16345181498465383,-0.18250510680495324,0.16547938530564466,0.024058146252947665,2.4436008771999695,-0.011257261404086992
301,2022-07-21 09:35:00,10004315.SH,0.0328,0.037,0.0328,0.0358,11993.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.027916666666666666,2022-07-21,4.315,0.156848203865362,0.1493488323437693,-0.48111640305048553,0.2844350625030856,0.03672232429252631,3.7470027081099033,-0.011257261404086992
302,2022-07-21 09:35:00,10004316.SH,0.0942,0.1,0.0933,0.0974,7103.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.027916666666666666,2022-07-21,4.315,0.1614581538937218,0.14819558353422865,-0.8108249025529091,0.20916119214398066,0.02842367519129141,2.354116901415182,-0.011257261404086992
303,2022-07-21 09:40:00,10004306.SH,0.0508,0.0528,0.049,0.0516,7237.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.027833333333333335,2022-07-21,4.319,0.13446424410269128,0.14755734561641648,0.5295331129140379,0.27516854173015304,0.02124685916093938,3.814726312612038,-0.01101082110926232
304,2022-07-21 09:40:00,10004307.SH,0.0128,0.0138,0.0123,0.0131,4803.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.027833333333333335,2022-07-21,4.319,0.13864182869476938,0.14318938301079814,0.1876048330573532,0.20901646025084375,0.016363169763611296,2.401301379961751,-0.01101082110926232
305,2022-07-21 09:40:00,10004314.SH,0.01,0.0101,0.0088,0.0089,2278.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.027833333333333335,2022-07-21,4.319,0.16576965094538637,0.15990466493586028,-0.17074145092221826,0.15343230580500133,0.013081290439753701,2.441935542663032,-0.01101082110926232
306,2022-07-21 09:40:00,10004315.SH,0.0356,0.0369,0.0335,0.0338,6862.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.027833333333333335,2022-07-21,4.319,0.15589530531112986,0.14755734561641648,-0.47046688744778464,0.27516854139708613,0.02124685916093938,3.814726312612038,-0.01101082110926232
307,2022-07-21 09:40:00,10004316.SH,0.0975,0.0995,0.094,0.0944,5940.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.027833333333333335,2022-07-21,4.319,0.1615252884010268,0.14318938301079814,-0.8123951669158913,0.20901646058391066,0.016363169708100145,2.4003021792395884,-0.01101082110926232
308,2022-07-21 09:40:00,10004320.SH,0.1869,0.1897,0.1825,0.1834,1504.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.027833333333333335,2022-07-21,4.319,0.19363346282420557,0.14749892229385284,-0.9619390848314424,0.06751242409563929,0.005938814329198294,0.6536993168992922,-0.01101082110926232
309,2022-07-21 09:45:00,10004306.SH,0.0516,0.0629,0.0512,0.0598,12593.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.02775,2022-07-21,4.334,0.12990966613066587,0.14772647947854173,0.5899551698274053,0.2655413562369091,0.032040095021557136,3.7494451987640787,-0.013667693187396298
310,2022-07-21 09:45:00,10004307.SH,0.0133,0.0174,0.0129,0.0162,7093.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.02775,2022-07-21,4.334,0.1360351310183673,0.14387037728288832,0.23383094660545112,0.23077004673854873,0.028662968998283134,2.7831070781303424,-0.013667693187396298
311,2022-07-21 09:45:00,10004314.SH,0.0088,0.0091,0.0067,0.0073,3262.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.02775,2022-07-21,4.334,0.16844918211341872,0.16303539750582868,-0.14160346939462443,0.1345481388526082,0.018453565064913136,2.0965451597021456,-0.013667693187396298
312,2022-07-21 09:45:00,10004315.SH,0.0337,0.0341,0.0266,0.0287,13325.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.02775,2022-07-21,4.334,0.1586185509983694,0.14772647947854173,-0.4100448303123727,0.2655413564589537,0.03204009513257944,3.7490011095542286,-0.013667693187396298
313,2022-07-21 09:45:00,10004316.SH,0.095,0.0955,0.0806,0.0843,8090.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.02775,2022-07-21,4.334,0.16422685789176655,0.14387037728288832,-0.7661690537563715,0.23077004662752643,0.02866296888726083,2.7831070781303424,-0.013667693187396298
314,2022-07-21 09:45:00,10004320.SH,0.1839,0.1839,0.167,0.1709,2266.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.02775,2022-07-21,4.334,0.19812174235165214,0.15221830287385751,-0.9420490645339896,0.08842098342398685,0.012880366551115685,0.9254819133275305,-0.013667693187396298
315,2022-07-21 09:50:00,10004306.SH,0.06,0.0614,0.056,0.058,7332.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.027666666666666666,2022-07-21,4.329,0.13563148202877487,0.14858131877632735,0.5701734331342578,0.26871877611966966,0.018541729485122005,3.765432410318681,-0.012278943998991156
316,2022-07-21 09:50:00,10004307.SH,0.0162,0.0169,0.0145,0.0153,4737.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.027666666666666666,2022-07-21,4.329,0.138058537017902,0.14380774393823964,0.21792503634987526,0.2244991943456398,0.015669748165692,2.6616486792363503,-0.012278943998991156
317,2022-07-21 09:50:00,10004314.SH,0.0074,0.0079,0.0068,0.0075,2408.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.027666666666666666,2022-07-21,4.329,0.16586607014282856,0.16026332336936,-0.14744015280898637,0.13955185884650945,0.010528771687834393,2.2063462168375736,-0.012278943998991156
318,2022-07-21 09:50:00,10004315.SH,0.0285,0.0306,0.0275,0.0298,6708.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.027666666666666666,2022-07-21,4.329,0.1560928803963358,0.14858131877632735,-0.4298265665614309,0.26871877623069196,0.018541729818188912,3.764988321108831,-0.012278943998991156
319,2022-07-21 09:50:00,10004316.SH,0.0843,0.0884,0.0825,0.0872,6333.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.027666666666666666,2022-07-21,4.329,0.16204511221852436,0.14380774393823964,-0.7820749636788804,0.2244991943456398,0.015669748165692,2.6623148130511254,-0.012278943998991156
320,2022-07-21 09:50:00,10004320.SH,0.171,0.1763,0.1682,0.1744,1794.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.027666666666666666,2022-07-21,4.329,0.1928068865689044,0.14682952326019602,-0.9538080316673359,0.07769623566744599,0.006037601529840231,0.7887024366937112,-0.012278943998991156
321,2022-07-21 09:55:00,10004306.SH,0.0573,0.0579,0.0527,0.0536,5970.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.027583333333333335,2022-07-21,4.323,0.13356838207455246,0.1468970532522473,0.5498629831457436,0.27474857144937914,0.02939864462980779,3.8271608104878396,-0.01218348200447006
322,2022-07-21 09:55:00,10004307.SH,0.0152,0.0156,0.0134,0.0137,4059.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.027583333333333335,2022-07-21,4.323,0.13779563560995098,0.14398339686555892,0.2021440064225999,0.21483555967538592,0.023812966321035134,2.5435209494162336,-0.01218348200447006
323,2022-07-21 09:55:00,10004314.SH,0.0078,0.0085,0.0077,0.0083,1551.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.027583333333333335,2022-07-21,4.323,0.16622178924666164,0.1606071577946756,-0.15923343843482485,0.1477357239876298,0.017710686972538525,2.30593322214645,-0.01218348200447006
324,2022-07-21 09:55:00,10004315.SH,0.03,0.0329,0.0294,0.032,6907.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.027583333333333335,2022-07-21,4.323,0.15587174654467167,0.1468970532522473,-0.4501370166609675,0.27474857156040144,0.029398644296740883,3.8278269443026147,-0.01218348200447006
325,2022-07-21 09:55:00,10004316.SH,0.0874,0.0929,0.0864,0.092,5400.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.027583333333333335,2022-07-21,4.323,0.1643160721971831,0.14398339686555892,-0.7978559934951335,0.21483556000845283,0.023812966043479378,2.5432989048113086,-0.01218348200447006
326,2022-07-21 09:55:00,10004320.SH,0.174,0.1815,0.1736,0.1806,1252.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.027583333333333335,2022-07-21,4.323,0.1994220479330289,0.15197446622767113,-0.9535256331183461,0.07537611823593693,0.009706264236797324,0.7753797603982093,-0.01218348200447006
327,2022-07-21 10:00:00,10004306.SH,0.0535,0.055,0.0511,0.0513,6134.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.0275,2022-07-21,4.318,0.13647908970461367,0.14641114706701627,0.5392865531916868,0.28175064148427964,0.037595976776216844,3.8333780594257405,-0.009915916829330311
328,2022-07-21 10:00:00,10004307.SH,0.0137,0.0142,0.0129,0.0129,3611.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.0275,2022-07-21,4.318,0.13966488335916474,0.14621625536952831,0.19782559329550864,0.20966374086883732,0.029570853821159204,2.506772567301141,-0.009915916829330311
329,2022-07-21 10:00:00,10004314.SH,0.0084,0.0087,0.008,0.0087,742.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.0275,2022-07-21,4.318,0.16459868759040952,0.16025644398104175,-0.1643741347479022,0.15558668381432383,0.023496395107347468,2.318145675417327,-0.009915916829330311
330,2022-07-21 10:00:00,10004315.SH,0.0321,0.0336,0.031,0.0334,3914.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.0275,2022-07-21,4.318,0.15383730962870845,0.14641114706701627,-0.4607134463929796,0.28175064159530194,0.03759597644314994,3.8327119256109654,-0.009915916829330311
331,2022-07-21 10:00:00,10004316.SH,0.0922,0.0949,0.0899,0.0949,3158.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.0275,2022-07-21,4.318,0.1612827833788688,0.14621625536952831,-0.8021744066777359,0.20966374125741538,0.029570853765648053,2.5068835896036035,-0.009915916829330311
332,2022-07-21 10:05:00,10004306.SH,0.0511,0.0537,0.048,0.0535,8869.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.027416666666666666,2022-07-21,4.323,0.13367129652052623,0.14541151856243004,0.552513021334633,0.2728248007510814,0.0212287358802854,3.878231069620597,-0.008441657535628299
333,2022-07-21 10:05:00,10004307.SH,0.013,0.0137,0.0117,0.0136,5735.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.027416666666666666,2022-07-21,4.323,0.13779283006342874,0.14152230357384277,0.19875593010310055,0.21329176264073268,0.01667241011915621,2.564948253791499,-0.008441657535628299
334,2022-07-21 10:05:00,10004314.SH,0.0087,0.0095,0.0077,0.0077,1751.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.027416666666666666,2022-07-21,4.323,0.16280170722566267,0.15735007156709535,-0.15244569639971672,0.14335291387279625,0.012391326964511507,2.3021584638627246,-0.008441657535628299
335,2022-07-21 10:05:00,10004315.SH,0.0334,0.036,0.0308,0.0308,8307.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.027416666666666666,2022-07-21,4.323,0.15195043908813055,0.14541151856243004,-0.4474869786941227,0.2728248007510814,0.0212287359913077,3.878453114225522,-0.008441657535628299
336,2022-07-21 10:05:00,10004316.SH,0.0948,0.0993,0.0902,0.0902,5020.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.027416666666666666,2022-07-21,4.323,0.15714113152512021,0.14152230357384277,-0.8012440702032109,0.21329176291828844,0.016672409897111606,2.5650592760939617,-0.008441657535628299
337,2022-07-21 10:05:00,10004320.SH,0.1844,0.1894,0.179,0.179,1616.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.027416666666666666,2022-07-21,4.323,0.1883525777276871,0.14626766248193848,-0.9595997338962547,0.06901213911447712,0.006020016929397798,0.7140954494389007,-0.008441657535628299
338,2022-07-21 10:10:00,10004306.SH,0.0538,0.057,0.0532,0.054,7473.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.027333333333333334,2022-07-21,4.324,0.13346354082585415,0.14525255713372068,0.5618511087490674,0.27396924662248523,0.028172798760550677,3.865352482534945,-0.00760409902762667
339,2022-07-21 10:10:00,10004307.SH,0.0139,0.015,0.0134,0.0139,3703.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.027333333333333334,2022-07-21,4.324,0.13829167957212524,0.14283987190249478,0.2073694111981439,0.21571192670988282,0.022570053770376575,2.639000129533997,-0.00760409902762667
340,2022-07-21 10:10:00,10004314.SH,0.0076,0.0076,0.0068,0.0076,2846.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.027333333333333334,2022-07-21,4.324,0.1632329890638086,0.1580937051551948,-0.1481863115548876,0.14243954793435876,0.016510770417532683,2.2222224060897133,-0.00760409902762667
341,2022-07-21 10:10:00,10004315.SH,0.0307,0.0307,0.0279,0.0305,8236.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.027333333333333334,2022-07-21,4.324,0.15249805380794554,0.14525255713372068,-0.43814889150173286,0.2739692465114629,0.028172799093617584,3.86513043793002,-0.00760409902762667
342,2022-07-21 10:10:00,10004316.SH,0.0902,0.0902,0.0853,0.0898,5271.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.027333333333333334,2022-07-21,4.324,0.15873853653679626,0.14283987190249478,-0.7926305889416341,0.21571192676539397,0.02257005360384312,2.6401103525586223,-0.00760409902762667
343,2022-07-21 10:10:00,10004320.SH,0.1786,0.1788,0.173,0.1788,1132.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.027333333333333334,2022-07-21,4.324,0.1935939851594149,0.15079859347442393,-0.9528747195730602,0.0747972039860656,0.008950914676120192,0.8064660050877137,-0.00760409902762667
344,2022-07-21 10:15:00,10004306.SH,0.0539,0.0565,0.0516,0.0534,4537.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.02725,2022-07-21,4.323,0.1337760627420753,0.1443713190018156,0.5606130237811868,0.27543547198582985,0.035873505055405985,3.8915537459160987,-0.0064246410296236525
345,2022-07-21 10:15:00,10004307.SH,0.0139,0.0145,0.0126,0.0134,1741.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.02725,2022-07-21,4.323,0.13733584535851692,0.1431891788785243,0.20639027525914955,0.21367437685881896,0.02860467002152589,2.636002527367509,-0.0064246410296236525
346,2022-07-21 10:15:00,10004314.SH,0.0076,0.0079,0.0073,0.0075,1741.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.02725,2022-07-21,4.323,0.1619443511904376,0.158797253079069,-0.14979923890212632,0.14363148698182115,0.02155118405955392,2.220668093855238,-0.0064246410296236525
347,2022-07-21 10:15:00,10004315.SH,0.0305,0.0315,0.0292,0.0306,4601.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.02725,2022-07-21,4.323,0.15164397744363087,0.1443713190018156,-0.43938697624756884,0.27543547198582985,0.035873505055405985,3.8917757905210237,-0.0064246410296236525
348,2022-07-21 10:15:00,10004316.SH,0.0898,0.092,0.087,0.0899,2867.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.02725,2022-07-21,4.323,0.15624579102165362,0.1431891788785243,-0.7936097252692065,0.21367437685881896,0.02860466996601474,2.6356694604601216,-0.0064246410296236525
349,2022-07-21 10:20:00,10004306.SH,0.0534,0.0561,0.0506,0.0508,4353.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.027166666666666665,2022-07-21,4.318,0.1356212139486615,0.14470897573624353,0.5412963564044304,0.27825283699378645,0.03448063390365519,3.9039882437919005,-0.004626069566852299
350,2022-07-21 10:20:00,10004307.SH,0.014,0.0145,0.0122,0.0123,2050.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.027166666666666665,2022-07-21,4.318,0.1377554801697035,0.14382170408115888,0.19334889528321852,0.2061922420026896,0.026141230735632348,2.5185409313621676,-0.004626069566852299
351,2022-07-21 10:20:00,10004314.SH,0.0073,0.0083,0.0071,0.0081,1118.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.027166666666666665,2022-07-21,4.318,0.1617630932862218,0.15832538557060566,-0.15926190477522084,0.1501605865761313,0.021352532464380403,2.325473147379853,-0.004626069566852299
352,2022-07-21 10:20:00,10004315.SH,0.0306,0.0328,0.029,0.0325,4603.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.027166666666666665,2022-07-21,4.318,0.1514424369630021,0.14470897573624353,-0.45870364351330295,0.27825283699378645,0.034480633681610584,3.9057646006313007,-0.004626069566852299
